,Event,Height,BMI,Age,GDP,x,y
46,"Canoeing Men's Canadian Doubles, Slalom",-0.2133697689903759,-0.20323175286146214,0.024227416041552485,1.1623053586749488,0.9677397992110174,-0.031344785148180676
47,"Canoeing Men's Canadian Singles, 1,000 metres",0.4615445357593197,0.3501649747114164,-0.2678111665133762,-0.4639452998223224,-0.36311385488359255,-0.4967282731241047
48,"Canoeing Men's Canadian Singles, 200 metres",0.5290359662342893,0.5360575679754412,-0.2678111665133762,0.3460406417246648,0.20256745311346666,-0.7550327639804576
49,"Canoeing Men's Canadian Singles, 500 metres",0.4615445357593197,0.4012701806096304,-0.2678111665133762,-0.26910456818176004,-0.2382457552926967,-0.5467565515015373
50,"Canoeing Men's Canadian Singles, Slalom",-0.07838690804043678,-0.28549444403676855,-0.2678111665133762,1.0263700360095098,0.727160671820342,-0.11490818914525916
51,"Canoeing Men's Kayak Doubles, 1,000 metres",0.4615445357593197,0.13396195969274252,-0.2678111665133762,-0.30932707491210665,-0.32515091133651336,-0.39947607751250613
52,"Canoeing Men's Kayak Doubles, 200 metres",0.5965273967092588,0.47308167818022906,0.3162659985964812,2.279624687364469,2.131567564009866,-1.0920807629362677
53,"Canoeing Men's Kayak Doubles, 500 metres",0.5965273967092588,0.3042561053218273,-0.559849749068305,0.039053782519776696,-0.2898495588506045,-0.7154412475719686
54,"Canoeing Men's Kayak Fours, 1,000 metres",0.5965273967092588,0.20881947909918108,-0.2678111665133762,-0.33948874054442985,-0.3192646256470283,-0.5412258201196993
55,Canoeing Men's Kayak Relay 4 x 500 metres,-0.2133697689903759,0.051978157037076735,-0.2678111665133762,-0.8523759716096121,-0.6530609900738935,0.3041969071357552
56,"Canoeing Men's Kayak Singles, 1,000 metres",0.5965273967092588,0.18678565396739485,-0.2678111665133762,-0.3222806327270345,-0.31487337293520623,-0.5314894426278626
57,"Canoeing Men's Kayak Singles, 200 metres",0.7990016881341675,0.6909235355177582,0.46228528987394557,0.8481129876612103,1.0060120590436865,-0.9879448549211824
58,"Canoeing Men's Kayak Singles, 500 metres",0.5965273967092588,0.2613109359954877,-0.2678111665133762,-0.006867219989561031,-0.10553052987632634,-0.6029783490932723
59,"Canoeing Men's Kayak Singles, Slalom",-0.07838690804043678,-0.340444554614745,-0.2678111665133762,1.2294952224219944,0.9361989695241428,-0.17442943935858174
60,"Cycling Men's 1,000 metres Time Trial",0.05659595290950233,0.04140937033905829,-0.8518883316232337,-0.5919535137884561,-1.0001845592136573,-0.15992742251106282
61,Cycling Men's 100 kilometres Team Time Trial,-0.2133697689903759,-0.4962151655321657,-0.8518883316232337,-0.7116788953377818,-1.1724002812449847,0.2963594725778279
62,Cycling Men's BMX,0.3265616748093806,0.5164029434029082,-0.559849749068305,3.459574274507015,3.0860069194787982,-1.7807914534581075
63,"Cycling Men's Individual Pursuit, 4,000 metres",0.19157881385944145,-0.430917899962977,-0.8518883316232337,-0.493129325775825,-1.0329539675754749,-0.09813386170767142
64,Cycling Men's Individual Time Trial,0.3265616748093806,-0.8414752221498307,0.60830458115141,1.6686741374453475,1.8247620854881375,-0.13531356648550433
65,Cycling Men's Keirin,0.3265616748093806,0.8302392338940988,0.024227416041552485,2.3576909508517705,2.1274277720063637,-1.3041572106992656
66,Cycling Men's Madison,0.19157881385944145,-0.51518802507757,0.60830458115141,1.7672438705130162,1.828150502449038,-0.2142351892838092
67,"Cycling Men's Mountainbike, Cross-Country",-0.2133697689903759,-0.8733669567789704,0.3162659985964812,2.1201283335100523,2.1648206419121485,-0.03649391440611959
68,Cycling Men's Omnium,-0.010895477565467227,-0.4935340951720464,-0.4138304577908406,3.4078997962992803,3.273209161280788,-0.9727075172712066
69,Cycling Men's Points Race,-0.2133697689903759,-0.5102519495702698,-0.2678111665133762,0.3230861482060901,-0.03807402084232815,0.38525014665046114
70,"Cycling Men's Road Race, Individual",-0.2133697689903759,-0.6516969378442525,-0.2678111665133762,-0.39073458432050023,-0.5781963904258276,0.49003841842510065
71,Cycling Men's Sprint,-0.2133697689903759,0.27125548606477196,-0.8518883316232337,-0.5563695517169404,-1.0648418558014148,-0.023666084191258773
72,"Cycling Men's Tandem Sprint, 2,000 metres",-0.6183183518401932,0.06527559316122922,-0.8518883316232337,-0.7803890280382371,-1.2460475834074112,0.48351501420526094
73,"Cycling Men's Team Pursuit, 4,000 metres",0.19157881385944145,-0.4382578279619582,-0.8518883316232337,-0.2805324029585435,-0.9440285215154551,-0.12910973352506366
74,Cycling Men's Team Sprint,0.19157881385944145,0.8302392338940988,0.024227416041552485,2.5894269899246147,2.3751683294207524,-1.293168298651904
75,Diving Men's Platform,-1.0232669346900105,-0.5475635286746232,-1.1439269141781625,-0.5552203721515276,-1.530263452772121,0.9346155432939283
76,Diving Men's Springboard,-0.8882840737400715,-0.3347516266077676,-0.8518883316232337,-0.32703901608528085,-1.117150656381742,0.816899656087093
77,Diving Men's Synchronized Platform,-0.8882840737400715,-0.5826685545581923,-1.1439269141781625,1.0277154288359909,-1.887354300082302,0.462331143747852
78,Diving Men's Synchronized Springboard,-0.7533012127901324,-0.22062266316871348,-0.2678111665133762,1.3870979142791646,1.1798693957406146,0.22764950697269107
79,"Equestrianism Men's Three-Day Event, Individual",-0.5508269213652237,-0.4962151655321657,1.1923817462612674,-0.8150743635535547,0.41323893971748843,1.5068244389602257
80,"Equestrianism Men's Three-Day Event, Team",-0.6183183518401932,-0.4962151655321657,1.1923817462612674,-0.8150743635535547,0.3995737864402289,1.547938593395453
81,"Equestrianism Mixed Dressage, Individual",-0.07838690804043678,-0.4274643453528599,4.112767571810554,0.9508802403097196,3.728344463428081,2.1584226522660717
82,"Equestrianism Mixed Dressage, Team",-0.07838690804043678,-0.4288728697736007,4.112767571810554,1.5921745113674257,4.09620778065275,1.8661052365451707
83,"Equestrianism Mixed Jumping, Individual",-0.348352629940315,-0.3494256626381888,2.0684974939260536,0.15060875660068693,1.5807006238048746,1.4358797805214034
84,"Equestrianism Mixed Jumping, Team",-0.348352629940315,-0.32631244078040295,2.0684974939260536,0.01779950109606033,1.5120762573208708,1.4898284434821172
85,"Equestrianism Mixed Three-Day Event, Individual",-0.348352629940315,-0.553703916570744,1.7764589113711249,-0.04432057851019783,1.206373622769847,1.4243902054713464
86,"Equestrianism Mixed Three-Day Event, Team",-0.348352629940315,-0.562766874270391,1.7764589113711249,-0.04432057851019783,1.205479720537667,1.4279753678049978
87,"Fencing Men's Foil, Individual",-0.07838690804043678,-0.3347516266077676,-0.2678111665133762,-0.5919535137884561,-0.5872450776622925,0.268237515840141
88,"Fencing Men's Foil, Team",-0.07838690804043678,-0.37839617389389923,0.024227416041552485,-0.5919535137884561,-0.3705597938309857,0.4004434618778515
89,"Fencing Men's Sabre, Individual",0.19157881385944145,-0.1349411359959546,0.3162659985964812,-0.5919535137884561,-0.07188625982337576,0.19184767791726554
90,"Fencing Men's Sabre, Team",0.19157881385944145,-0.1349411359959546,0.3162659985964812,-0.5975098976711388,-0.07401541171716954,0.1930527261058418
91,"Fencing Men's epee, Individual",0.5965273967092588,-0.30024306029813685,0.3162659985964812,-0.5884694024478727,-0.05254881413919212,-0.12711508454239437
92,"Fencing Men's epee, Team",0.5965273967092588,-0.35353172295258706,0.3162659985964812,-0.5919535137884561,-0.056956386619273464,-0.10256838163682942
