Event,Sex,Age,Height,Weight,GDP
"Cycling Men's 1,000 metres Time Trial",M,23.291666666666668,178.12847222222223,24.068136791475876,8332.707614384039
Cycling Men's 100 kilometres Team Time Trial,M,23.596907216494845,176.880412371134,22.544716709840007,5425.6292085928635
Cycling Men's BMX,M,23.91578947368421,180.54736842105262,25.42172328866563,36032.54479203086
"Cycling Men's Individual Pursuit, 4,000 metres",M,23.54054054054054,180.28957528957528,22.687339648062498,11230.397104282123
Cycling Men's Individual Time Trial,M,28.450892857142858,180.76339285714286,21.597038300491597,27053.973847319965
Cycling Men's Keirin,M,26.63063063063063,179.64864864864865,26.25971614577849,28762.223185948464
Cycling Men's Madison,M,28.50526315789474,180.62105263157895,22.48382812302363,27302.804879356674
"Cycling Men's Mountainbike, Cross-Country",M,27.595744680851062,177.20567375886526,21.42152159696796,29115.804015387555
Cycling Men's Omnium,M,25.5,179.33333333333334,22.691855238873742,37083.807171659966
Cycling Men's Points Race,M,25.797029702970296,177.2128712871287,22.441452941673514,16390.624299190924
"Cycling Men's Road Race, Individual",M,25.43026121241991,176.90389354361756,22.136983577469582,13714.70269667637
Cycling Men's Sprint,M,23.828282828282827,177.32828282828282,24.75671319071456,11588.56624397632
"Cycling Men's Tandem Sprint, 2,000 metres",M,23.333333333333332,174.43809523809523,23.94025569631498,1899.806467633111
"Cycling Men's Team Pursuit, 4,000 metres",M,23.23548387096774,179.90430107526882,22.68172146969882,13351.154046471715
Cycling Men's Team Sprint,M,25.91764705882353,179.5705882352941,26.292854586295224,29501.967371309038
Cycling Women's 500 metres Time Trial,F,25.655172413793103,168.86206896551724,24.010989923001397,17774.405985025747
Cycling Women's BMX,F,22.958333333333332,165.89583333333334,23.345468352503577,35793.17863198879
"Cycling Women's Individual Pursuit, 3,000 metres",F,27.4,169.38333333333333,21.318326072143886,23100.131850573678
Cycling Women's Individual Time Trial,F,29.431654676258994,168.83453237410072,20.188551154115007,32831.045172955186
Cycling Women's Keirin,F,25.844444444444445,166.6888888888889,23.618995811718413,28863.64132976232
"Cycling Women's Mountainbike, Cross-Country",F,28.46820809248555,166.67630057803467,19.75162403065767,30955.08358935707
Cycling Women's Omnium,F,26.805555555555557,168.47222222222223,21.657781404274075,33015.097421927574
Cycling Women's Points Race,F,26.68831168831169,168.7012987012987,21.434652544305706,22389.40097875138
"Cycling Women's Road Race, Individual",F,26.91106719367589,168.01383399209487,20.361165734375362,26034.495517037394
Cycling Women's Sprint,F,25.24137931034483,167.24137931034483,23.712780641499734,22795.44367292555
Cycling Women's Team Pursuit,F,25.253521126760564,171.35211267605635,21.651053711961122,36956.025874554034
Cycling Women's Team Sprint,F,25.68421052631579,166.8684210526316,23.629951634403966,31737.248550764838
Diving Men's Platform,M,22.07600950118765,170.98812351543944,22.338987256056576,11552.239166495872
Diving Men's Springboard,M,23.043478260869566,172.33638443935928,23.00262209091209,13078.737037767825
Diving Men's Synchronized Platform,M,22.8125,171.25,22.162794194031147,22156.290804039585
Diving Men's Synchronized Springboard,M,24.95,172.525,23.244875906433844,24388.41776158878
Diving Women's Platform,F,21.205333333333332,160.624,20.40442877608262,13618.345907507935
Diving Women's Springboard,F,21.629722921914357,162.13853904282115,20.83564189801641,13560.614918063482
Diving Women's Synchronized Platform,F,21.45,159.3125,19.94653917989536,24575.87237955453
Diving Women's Synchronized Springboard,F,23.8,162.45,20.770379031294546,26191.192725503388
"Equestrianism Men's Three-Day Event, Individual",M,31.87142857142857,175.35714285714286,22.511577633965683,1186.5823648822397
"Equestrianism Men's Three-Day Event, Team",M,31.855072463768117,175.34782608695653,22.48692957955316,1196.5325326994162
"Equestrianism Mixed Dressage, Individual",F,36.26162790697674,168.39825581395348,20.927921781365733,25476.553108167845
"Equestrianism Mixed Dressage, Individual",M,39.417840375586856,177.99530516431926,22.89176875463985,20847.561625596958
"Equestrianism Mixed Dressage, Team",F,36.67307692307692,168.7423076923077,20.849351041155188,26459.334946080864
"Equestrianism Mixed Dressage, Team",M,39.455089820359284,178.80838323353294,22.91134252747045,22879.630396862125
"Equestrianism Mixed Jumping, Individual",F,31.560747663551403,166.82242990654206,20.228054298612022,30438.21129401089
"Equestrianism Mixed Jumping, Individual",M,34.28035043804756,176.54693366708386,22.930479055003055,17551.378723294558
"Equestrianism Mixed Jumping, Team",F,31.396039603960396,166.9108910891089,20.29162862673039,28822.534716224105
"Equestrianism Mixed Jumping, Team",M,34.12742382271468,176.42659279778394,22.960422217415132,17475.648117739514
"Equestrianism Mixed Three-Day Event, Individual",F,31.976608187134502,166.96491228070175,20.890434008353445,31424.363139898745
"Equestrianism Mixed Three-Day Event, Individual",M,32.75085324232082,176.61433447098977,22.44766166770477,17175.03440854337
"Equestrianism Mixed Three-Day Event, Team",F,31.796296296296298,167.61111111111111,20.95452042176793,31877.693441363783
"Equestrianism Mixed Three-Day Event, Team",M,32.917857142857144,176.7982142857143,22.437288565949775,17038.68464271605
"Fencing Men's Foil, Individual",M,25.80394922425952,178.9971791255289,22.898267758265664,10355.451641825248
"Fencing Men's Foil, Team",M,26.104827586206895,178.67172413793102,22.849627342962034,8923.042855041193
"Fencing Men's Sabre, Individual",M,27.29459901800327,179.88216039279868,23.469460805972613,9603.75521692469
"Fencing Men's Sabre, Team",M,27.633281972265024,179.59013867488443,23.428935568319044,8084.307124063034
"Fencing Men's epee, Individual",M,27.516414141414142,182.9090909090909,23.047320947762262,9850.832182795144
"Fencing Men's epee, Team",M,27.393939393939394,182.94405594405595,22.88025124909505,8115.171120813381
"Fencing Women's Foil, Individual",F,26.039383561643834,167.30479452054794,21.20983756107918,10712.185286668231
"Fencing Women's Foil, Team",F,25.8135593220339,167.55593220338983,21.22156465854549,9078.071041043342
"Fencing Women's Sabre, Individual",F,25.022900763358777,169.77862595419847,21.536930567127275,21366.759972659078
"Fencing Women's Sabre, Team",F,25.316666666666666,169.88333333333333,21.777952568087223,22857.138418045553
"Fencing Women's epee, Individual",F,26.911214953271028,173.34112149532712,20.99895765331477,21120.313808240706
"Fencing Women's epee, Team",F,26.930379746835442,173.54430379746836,21.02373959563432,19492.378448129515
Football Men's Football,M,23.094646271510516,177.8272785213512,23.119460088074426,10763.479105320526
Football Women's Football,F,24.915650406504064,167.6819105691057,21.64494243840926,27669.24285643135
Golf Men's Individual,M,32.15094339622642,179.32075471698113,24.653723801628594,32223.63378310214
Golf Women's Individual,F,27.10909090909091,168.96363636363637,22.1840078919946,34759.58975002031
Gymnastics Men's Floor Exercise,M,23.58966327329679,167.51683633516052,22.478406235106732,11659.724291737946
Gymnastics Men's Horizontal Bar,M,23.689709347996857,167.6779261586803,22.4764527918403,11897.478152352407
Gymnastics Men's Horse Vault,M,23.590868397493285,167.455684870188,22.49076148367246,8797.091436467032
Gymnastics Men's Individual All-Around,M,23.672080433101314,167.5119876256767,22.4714348757048,11436.682827798872
Gymnastics Men's Parallel Bars,M,23.694901960784314,167.57647058823528,22.44258182930379,11624.086008470027
Gymnastics Men's Pommelled Horse,M,23.688434303697875,167.6955153422502,22.43571577727137,11734.415511176363
Gymnastics Men's Rings,M,23.69126984126984,167.43571428571428,22.497970556828612,11594.815550001475
Gymnastics Men's Team All-Around,M,23.73556797020484,167.32122905027933,22.41702619667313,12139.633402580721
Gymnastics Women's Balance Beam,F,18.637309847878303,156.01200960768614,19.441513108972785,11672.900002818345
Gymnastics Women's Floor Exercise,F,18.600803212851407,156.03614457831324,19.434192857521026,11713.646922872103
Gymnastics Women's Horse Vault,F,18.523854069223574,156.20299345182414,19.381896531865863,8644.29388123899
Gymnastics Women's Individual All-Around,F,18.53142402545744,155.8552108194113,19.39816336127273,11334.702627313975
Gymnastics Women's Team All-Around,F,18.493203883495145,155.5097087378641,19.301655725083364,12111.828401395971
Gymnastics Women's Uneven Bars,F,18.573141486810552,155.9584332533973,19.415213966967368,11826.128259789646
Handball Men's Handball,M,26.836558044806516,188.94144602851324,25.02054171170859,15667.540820755601
Handball Women's Handball,F,26.06456820016142,174.81194511702986,22.51104889850088,19368.18449234927
Hockey Men's Hockey,M,25.756317689530686,176.8783393501805,23.403772782774226,12720.056994255468
Hockey Women's Hockey,F,25.407913669064747,166.21007194244604,21.89855350003741,23970.317572649707
Judo Men's Extra-Lightweight,M,24.424657534246574,165.65068493150685,22.29602901439859,15501.055552728843
Judo Men's Half-Heavyweight,M,26.29936305732484,184.7388535031847,28.529563313056553,12697.938275071565
Judo Men's Half-Lightweight,M,24.96551724137931,169.52758620689656,23.21535120458934,13252.42250234236
Judo Men's Half-Middleweight,M,25.091428571428573,177.43714285714285,25.163336912553444,12784.99486994222
Judo Men's Heavyweight,M,26.83219178082192,189.25342465753425,33.73612056228451,11835.575209758475
Judo Men's Lightweight,M,24.81767955801105,172.59668508287294,23.89653914426218,10825.476598327119
Judo Men's Middleweight,M,25.651810584958216,180.49303621169918,26.60185233457787,11713.095651013959
Judo Men's Open Class,M,26.270588235294117,186.2235294117647,30.028880075813124,4669.644137862752
Judo Women's Extra-Lightweight,F,24.197183098591548,156.51408450704224,20.02038222266321,15941.637198014972
Judo Women's Half-Heavyweight,F,25.428571428571427,173.02255639097746,25.480682129225336,19886.361608904266
Judo Women's Half-Lightweight,F,24.689655172413794,159.51724137931035,20.723035560389903,20500.75347466133
Judo Women's Half-Middleweight,F,25.45751633986928,166.2549019607843,22.863859397063724,20078.86850020955
Judo Women's Heavyweight,F,26.34108527131783,175.65116279069767,34.29390900719567,16247.313609438688
Judo Women's Lightweight,F,25.66216216216216,162.6283783783784,21.7257179323812,20852.22162178644
Judo Women's Middleweight,F,25.438356164383563,171.35616438356163,23.90961474588441,19454.370402317647
Modern Pentathlon Men's Individual,M,26.2921875,179.7234375,22.410119603868484,10081.225053774297
Modern Pentathlon Men's Team,M,26.17617866004963,178.92307692307693,22.399559714481576,6146.767655895603
Modern Pentathlon Women's Individual,F,25.524390243902438,170.0731707317073,20.14492536289936,22005.140423198
Rhythmic Gymnastics Women's Group,F,18.53972602739726,168.95890410958904,17.32138219257548,17936.489835869543
Rhythmic Gymnastics Women's Individual,F,19.23170731707317,166.17073170731706,17.218701967906448,14574.955952562113
Rowing Men's Coxed Eights,M,25.197268588770864,188.03793626707133,23.919802589768505,14656.982716373874
Rowing Men's Coxed Fours,M,24.713028169014084,183.95950704225353,23.630723737727585,5580.616636178522
Rowing Men's Coxed Pairs,M,24.760526315789473,180.89736842105262,23.014790565191095,5041.9888287459435
Rowing Men's Coxless Fours,M,25.470588235294116,189.95118898623278,24.52638336349573,14722.194012168422
Rowing Men's Coxless Pairs,M,25.52607709750567,190.05215419501133,24.232075476493907,14604.930900090796
Rowing Men's Double Sculls,M,25.653937947494033,189.06443914081146,24.406765690933593,14699.128987661485
Rowing Men's Lightweight Coxless Fours,M,27.21875,183.859375,21.318612109151353,33268.145098168316
Rowing Men's Lightweight Double Sculls,M,26.5,181.13362068965517,21.904514706102784,27152.381218307844
Rowing Men's Quadruple Sculls,M,25.737240075614366,190.88846880907371,24.79129384349638,20298.57271604399
Rowing Men's Single Sculls,M,25.916666666666668,188.40384615384616,24.5451004611126,14565.361394328143
Rowing Women's Coxed Eights,F,25.412280701754387,177.7719298245614,22.504608585903046,22404.23451967693
Rowing Women's Coxed Fours,F,23.623529411764707,173.3764705882353,22.278002513696574,7621.847704733202
Rowing Women's Coxed Quadruple Sculls,F,23.796610169491526,171.28813559322035,21.889171157369937,6979.049977044865
Rowing Women's Coxless Fours,F,24.483870967741936,179.03225806451613,22.959800469571018,16551.588804080468
Rowing Women's Coxless Pairs,F,25.286363636363635,179.29090909090908,22.789783558242537,19348.94405790614
Rowing Women's Double Sculls,F,25.579908675799086,178.2648401826484,22.692308219756374,19304.809848096673
Rowing Women's Lightweight Double Sculls,F,26.37864077669903,171.0,20.018989150481897,25555.231144431174
Rowing Women's Quadruple Sculls,F,26.115671641791046,179.8955223880597,22.86016464046261,21745.618330730653
Rowing Women's Single Sculls,F,26.320388349514563,176.44660194174756,22.76114214050092,17052.14760239714
Rugby Sevens Men's Rugby Sevens,M,25.980132450331126,182.83443708609272,27.169629099027794,27246.004103678435
Rugby Sevens Women's Rugby Sevens,F,26.184931506849313,167.63698630136986,23.683783418574055,29808.01097104381
Sailing Men's One Person Dinghy,M,27.74137931034483,184.58620689655172,25.48602393793263,25800.165578253214
Sailing Men's One Person Heavyweight Dinghy,M,29.72340425531915,189.63829787234042,26.749383781301958,32013.284001319294
Sailing Men's Skiff,M,28.17948717948718,181.7948717948718,23.681237321489952,38856.2235874595
Sailing Men's Two Person Dinghy,M,27.187214611872147,177.70091324200914,21.62259838222122,23822.111097350487
Sailing Men's Two Person Keelboat,M,34.989583333333336,186.79166666666666,27.71316016409655,38712.69305257374
Sailing Men's Windsurfer,M,26.04332129963899,178.66425992779784,22.122485788360436,18224.710499282388
Sailing Mixed 5.5 metres,M,35.268115942028984,178.2826086956522,24.520575849031083,1869.2065798939145
Sailing Mixed Multihull,F,27.46153846153846,170.23076923076923,22.02020967931659,33414.14599242221
Sailing Mixed Multihull,M,31.15081967213115,178.87868852459016,22.993990942162487,20196.828410806713
Sailing Mixed One Person Dinghy,M,27.90983606557377,181.68579234972677,25.302543392103264,11031.81457195869
Sailing Mixed Skiff,M,28.754545454545454,180.35454545454544,23.163898622301296,31467.34180909399
Sailing Mixed Three Person Keelboat,F,41.0,160.0,22.265625,21296.972353690424
Sailing Mixed Three Person Keelboat,M,32.73937677053824,179.89801699716713,25.022163069106806,8370.565198065931
Sailing Mixed Two Person Dinghy,F,29.0,158.5,20.7194162288531,4410.372580534222
Sailing Mixed Two Person Dinghy,M,24.611940298507463,175.63432835820896,22.193308556740753,6710.179827276682
Sailing Mixed Two Person Heavyweight Dinghy,M,28.688144329896907,179.87886597938143,24.069707222196513,6599.603614929959
Sailing Mixed Two Person Keelboat,F,48.0,168.0,23.030045351473927,1397.5948032844049
Sailing Mixed Two Person Keelboat,M,32.92822966507177,182.64114832535884,26.09611842695529,9450.59765361254
Sailing Mixed Windsurfer,M,23.35135135135135,174.72972972972974,21.611517592938938,11190.181367831054
Sailing Women's One Person Dinghy,F,24.915422885572138,170.17910447761193,22.593951230499396,27510.956133551812
Sailing Women's Skiff,F,25.289473684210527,168.81578947368422,22.460062406401846,38282.61476161538
Sailing Women's Three Person Keelboat,F,28.82170542635659,169.31782945736435,22.887636230722155,39107.709376546496
Sailing Women's Two Person Dinghy,F,26.45819397993311,169.81270903010034,21.450427580129702,26876.53733901159
Sailing Women's Windsurfer,F,27.46242774566474,168.6184971098266,20.688408514289904,23594.693097252042
"Shooting Men's Air Pistol, 10 metres",M,33.982608695652175,176.35652173913044,25.663186395484466,15234.566243965375
"Shooting Men's Air Rifle, 10 metres",M,28.919117647058822,176.84558823529412,24.038063431235095,18973.91885711713
Shooting Men's Double Trap,M,32.95070422535211,180.1056338028169,26.58737111787893,24304.52526215048
"Shooting Men's Free Pistol, 50 metres",M,34.906444906444904,175.23908523908523,25.4836596447232,11322.1237052661
"Shooting Men's Free Rifle, Three Positions, 300 metres",M,32.15873015873016,172.95238095238096,24.414840957762394,1238.720054249008
"Shooting Men's Rapid-Fire Pistol, 25 metres",M,33.86666666666667,175.23636363636365,25.03686653223434,9916.67650257285
"Shooting Men's Running Target, 10 metres",M,27.746478873239436,178.8732394366197,24.62568614766055,14018.475550058338
"Shooting Men's Running Target, 50 metres",M,27.41304347826087,177.7608695652174,24.507872742347832,9540.095417162629
Shooting Men's Skeet,M,33.16872427983539,177.0411522633745,26.55690379467041,23677.28177286371
"Shooting Men's Small-Bore Rifle, Prone, 50 metres",M,32.79396984924623,176.44053601340033,24.545426208232826,14712.663255224428
"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",M,31.128458498023715,176.75691699604744,24.496979926126386,14762.18325984384
Shooting Men's Trap,M,35.71940298507463,178.2776119402985,27.17212450404724,14682.472697874417
"Shooting Mixed Free Pistol, 50 metres",F,32.5,160.0,23.828125,4095.207238340329
"Shooting Mixed Free Pistol, 50 metres",M,34.43,172.92,24.664422135983028,3094.1952230533193
"Shooting Mixed Free Rifle, Three Positions, 300 metres",M,29.714285714285715,175.15873015873015,24.032231088943576,2169.1374899995812
"Shooting Mixed Rapid-Fire Pistol, 25 metres",M,33.783251231527096,174.6551724137931,24.783348229143378,3282.4360036720695
"Shooting Mixed Running Target, 50 metres",M,29.5,178.20833333333334,24.481143371262235,4309.095573823251
Shooting Mixed Skeet,F,30.8125,167.1875,22.800830409052406,6643.810500203351
Shooting Mixed Skeet,M,32.35579514824798,176.69272237196765,24.854940307450786,6273.768112539565
"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",F,31.5,167.6,23.615757004850927,4589.018404564975
"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",M,33.83838383838384,173.9023569023569,24.20201206995504,3425.6809314100665
"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",F,23.4,167.6,24.385254861910425,4428.616332266635
"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",M,31.672897196261683,174.5373831775701,23.974461057271142,3384.859766897447
Shooting Mixed Trap,F,29.0,170.55555555555554,23.472865470398357,15097.400108178124
Shooting Mixed Trap,M,34.38343558282209,176.43558282208588,25.826464984865087,6275.472457732726
"Shooting Women's Air Pistol, 10 metres",F,30.67484662576687,164.63803680981596,22.770697774567356,16769.637944327445
"Shooting Women's Air Rifle, 10 metres",F,26.32994923857868,164.06091370558374,21.695124488162232,19735.64711051022
Shooting Women's Double Trap,F,30.80392156862745,168.11764705882354,23.58985806799184,21968.707097296407
