Event,Sex,Age,Height,Weight,NOC
Swimming Women's 100 metres Freestyle,F,19.396656534954406,171.6595744680851,61.82142857142857,DEU
Swimming Women's 200 metres Backstroke,F,18.964194373401533,172.74168797953965,61.88618925831202,DEU
Swimming Women's 200 metres Breaststroke,F,19.23109243697479,169.9327731092437,60.6313025210084,DEU
Swimming Women's 200 metres Butterfly,F,19.478632478632477,168.94871794871796,59.7022792022792,AUS
Swimming Women's 200 metres Freestyle,F,19.23695652173913,172.54565217391306,61.86304347826087,DEU
Swimming Women's 200 metres Individual Medley,F,19.738341968911918,170.84715025906735,60.909326424870464,DEU
Swimming Women's 4 x 100 metres Freestyle Relay,F,19.787845303867403,173.14917127071823,62.67237569060774,USA
Swimming Women's 4 x 100 metres Medley Relay,F,19.665346534653466,172.0089108910891,61.935148514851484,USA
Swimming Women's 4 x 200 metres Freestyle Relay,F,20.76027397260274,174.90182648401827,63.64383561643836,USA
Swimming Women's 400 metres Freestyle,F,18.713004484304932,170.95515695067266,60.610986547085204,AUS
Swimming Women's 400 metres Individual Medley,F,19.170666666666666,169.856,60.157333333333334,DEU
Swimming Women's 50 metres Freestyle,F,20.866935483870968,172.34274193548387,62.58165322580645,DEU
Swimming Women's 800 metres Freestyle,F,18.73780487804878,171.15548780487805,60.47560975609756,AUS
Synchronized Swimming Women's Duet,F,22.54517133956386,168.7196261682243,55.58878504672897,CAN
Synchronized Swimming Women's Solo,F,20.784,167.816,55.528,CAN
Synchronized Swimming Women's Team,F,22.965260545905707,168.51612903225808,56.1712158808933,RUS
Table Tennis Men's Doubles,M,26.572953736654803,176.34875444839858,70.51245551601423,CHN
Table Tennis Men's Singles,M,27.491803278688526,177.16803278688525,71.67418032786885,CHN
Table Tennis Men's Team,M,27.88888888888889,177.52777777777777,71.70833333333333,AUS
Table Tennis Women's Doubles,F,25.117886178861788,164.95934959349594,58.01219512195122,CHN
Table Tennis Women's Singles,F,26.334056399132322,165.05422993492408,58.140997830802604,CHN
Table Tennis Women's Team,F,26.26896551724138,165.04827586206898,57.19310344827586,KOR
Taekwondo Men's Featherweight,M,23.776315789473685,179.0921052631579,68.10526315789474,KOR
Taekwondo Men's Flyweight,M,23.051948051948052,173.75324675324674,58.84415584415584,ESP
Taekwondo Men's Heavyweight,M,26.30666666666667,191.37333333333333,92.24,KOR
Taekwondo Men's Welterweight,M,25.641025641025642,185.60256410256412,79.73076923076923,IRN
Taekwondo Women's Featherweight,F,23.301369863013697,168.6986301369863,57.034246575342465,EGY
Taekwondo Women's Flyweight,F,22.383561643835616,164.06849315068493,49.54794520547945,TPE
Taekwondo Women's Heavyweight,F,24.04225352112676,176.81690140845072,72.17605633802818,CHN
Taekwondo Women's Welterweight,F,24.068493150684933,173.65753424657535,66.18493150684931,AUS
Tennis Men's Doubles,M,26.532494758909852,185.1320754716981,79.19496855345912,ESP
Tennis Men's Singles,M,25.169322709163346,184.8386454183267,78.38645418326693,ESP
Tennis Mixed Doubles,F,27.0,174.51612903225808,63.774193548387096,USA
Tennis Mixed Doubles,M,31.483870967741936,188.1290322580645,82.93548387096774,USA
Tennis Women's Doubles,F,24.473094170403588,172.36322869955157,62.10313901345292,USA
Tennis Women's Singles,F,23.59259259259259,172.32921810699588,61.97942386831276,CZE
Trampolining Men's Individual,M,24.7972972972973,171.45945945945945,65.83783783783784,RUS
Trampolining Women's Individual,F,25.533333333333335,161.73333333333332,52.89333333333333,CAN
Triathlon Men's Olympic Distance,M,27.852272727272727,180.1969696969697,68.79545454545455,FRA
Triathlon Women's Olympic Distance,F,27.946360153256705,166.97318007662835,54.724137931034484,AUS
Volleyball Men's Volleyball,M,25.87909604519774,193.26553672316385,86.93333333333334,BRA
Volleyball Women's Volleyball,F,24.48494983277592,179.49498327759198,69.33377926421404,JPN
Water Polo Men's Water Polo,M,25.861717612809315,187.12081513828238,87.64143619602135,ITA
Water Polo Women's Water Polo,F,25.16188524590164,175.56352459016392,70.18032786885246,AUS
Weightlifting Men's Bantamweight,M,24.87544483985765,157.4982206405694,56.38612099644128,JPN
Weightlifting Men's Featherweight,M,25.5,160.54744525547446,61.2043795620438,JPN
Weightlifting Men's Flyweight,M,24.796747967479675,155.3658536585366,53.36178861788618,JPN
Weightlifting Men's Heavyweight,M,26.47938144329897,179.72164948453607,109.95103092783505,RUS
Weightlifting Men's Heavyweight I,M,25.49367088607595,176.7594936708861,99.82911392405063,CZE
Weightlifting Men's Heavyweight II,M,26.08,180.66666666666666,108.53333333333333,DEU
Weightlifting Men's Light-Heavyweight,M,25.678321678321677,171.65734265734267,83.57517482517483,GBR
Weightlifting Men's Lightweight,M,25.16887417218543,164.7814569536424,68.44370860927152,JPN
Weightlifting Men's Middle-Heavyweight,M,25.561461794019934,174.58803986710964,91.44352159468438,RUS
Weightlifting Men's Middleweight,M,24.829710144927535,168.981884057971,76.07427536231884,DEU
Weightlifting Men's Super-Heavyweight,M,26.74175824175824,184.4835164835165,136.3543956043956,DEU
Weightlifting Women's Featherweight,F,24.275862068965516,155.60344827586206,53.0,IDN
Weightlifting Women's Flyweight,F,24.106060606060606,150.53030303030303,48.196969696969695,JPN
Weightlifting Women's Heavyweight,F,24.238805970149254,165.97014925373134,75.3955223880597,RUS
Weightlifting Women's Light-Heavyweight,F,23.647058823529413,162.55882352941177,68.91911764705883,BLR
Weightlifting Women's Lightweight,F,24.025641025641026,157.48717948717947,58.02564102564103,THA
Weightlifting Women's Middleweight,F,24.4,161.15,63.05833333333333,KAZ
Weightlifting Women's Super-Heavyweight,F,23.634920634920636,170.28571428571428,108.93650793650794,KOR
"Wrestling Men's Bantamweight, Freestyle",M,24.791044776119403,164.09452736318408,58.1865671641791,JPN
"Wrestling Men's Bantamweight, Greco-Roman",M,25.158653846153847,164.05769230769232,58.11538461538461,DEU
"Wrestling Men's Featherweight, Freestyle",M,24.85472972972973,166.05743243243242,61.682432432432435,USA
"Wrestling Men's Featherweight, Greco-Roman",M,25.418772563176894,165.4765342960289,61.518050541516246,USA
"Wrestling Men's Flyweight, Freestyle",M,24.05945945945946,160.4162162162162,53.432432432432435,DEU
"Wrestling Men's Flyweight, Greco-Roman",M,24.4,159.93125,53.475,ROU
"Wrestling Men's Heavyweight, Freestyle",M,27.213709677419356,183.3548387096774,99.86693548387096,DEU
"Wrestling Men's Heavyweight, Greco-Roman",M,26.86725663716814,184.9070796460177,100.96460176991151,BGR
"Wrestling Men's Light-Flyweight, Freestyle",M,23.73404255319149,156.35106382978722,49.776595744680854,DEU
"Wrestling Men's Light-Flyweight, Greco-Roman",M,23.980582524271846,157.2621359223301,49.96116504854369,DEU
"Wrestling Men's Light-Heavyweight, Freestyle",M,26.141304347826086,179.92753623188406,89.5072463768116,DEU
"Wrestling Men's Light-Heavyweight, Greco-Roman",M,26.45136186770428,181.49027237354085,89.32295719844358,DEU
"Wrestling Men's Lightweight, Freestyle",M,25.189003436426116,169.68041237113403,67.393470790378,DEU
"Wrestling Men's Lightweight, Greco-Roman",M,25.568265682656826,169.77121771217713,67.25645756457564,JPN
"Wrestling Men's Middleweight, Freestyle",M,25.943661971830984,176.53521126760563,81.01232394366197,BGR
"Wrestling Men's Middleweight, Greco-Roman",M,26.082089552238806,177.13059701492537,80.77425373134328,DEU
"Wrestling Men's Super-Heavyweight, Freestyle",M,26.756613756613756,187.3862433862434,118.75661375661376,DEU
"Wrestling Men's Super-Heavyweight, Greco-Roman",M,26.736263736263737,188.97252747252747,122.17582417582418,USA
"Wrestling Men's Welterweight, Freestyle",M,25.66778523489933,172.88590604026845,72.6241610738255,CAN
"Wrestling Men's Welterweight, Greco-Roman",M,25.98168498168498,173.0952380952381,73.17216117216117,DEU
"Wrestling Women's Featherweight, Freestyle",F,26.0,162.47368421052633,54.21052631578947,AZE
"Wrestling Women's Flyweight, Freestyle",F,24.897058823529413,156.01470588235293,48.661764705882355,CAN
"Wrestling Women's Heavyweight, Freestyle",F,25.84375,170.890625,73.296875,CAN
"Wrestling Women's Light-Heavyweight, Freestyle",F,24.77777777777778,169.27777777777777,69.66666666666667,BRA
"Wrestling Women's Lightweight, Freestyle",F,25.104477611940297,162.53731343283582,56.88059701492537,CAN
"Wrestling Women's Middleweight, Freestyle",F,25.37313432835821,165.40298507462686,63.47761194029851,CAN
